"_time",accountLast4,amount,currency,endTime,endpointName,endpoints,event,eventTypes,raw,request,response,responseTime,returnCode,returnCodes,routingNumber,routingNumbers,serviceName,startTime,uuid
"2026-05-05T11:42:41.000+0000",3037,43453,USD,"1777981361.964","/v1/ach/verify-account","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",INFO,"INFO,ERROR,EXIT",a6ef6928389bf089902a72dd65a7e50e,"{""accountLast4"":""3037"",""routingNumber"":""026009593""}","{""status"":""unknown""}",964,R08,"R01,R02,R03,R04,R07,R08,R10,R29",026009593,"021000021,111000025,091000022,026009593,122105155","payments-service",1777981361,"a6ef6928-389b-f089-902a-72dd65a7e50e"
"2026-05-10T22:40:30.000+0000",9679,48342,USD,"1778452830.166","/v1/ach/debit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",ERROR,"INFO,ERROR,EXIT",41062afd918ceb7c901c707c4e10be51,"{""type"":""debit"",""amount"":48342,""currency"":""USD"",""accountLast4"":""9679"",""routingNumber"":""026009593""}","{""status"":""returned"",""achStatus"":""returned"",""returnCode"":""R04"",""reason"":""bank_return""}",166,R04,"R01,R02,R03,R04,R07,R08,R10,R29",026009593,"021000021,111000025,091000022,026009593,122105155","payments-service",1778452830,"41062afd-918c-eb7c-901c-707c4e10be51"
"2026-05-11T22:25:54.000+0000",5123,3840,USD,"1778538354.779","/v1/ach/settlement","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",ERROR,"INFO,ERROR,EXIT",a7c3e4ca58ccf94c5dc1d56e6e3701a9,"{""transferId"":""ACH-290894"",""action"":""settlement""}","{""status"":""returned"",""achStatus"":""returned"",""returnCode"":""R03"",""reason"":""bank_return""}",779,R03,"R01,R02,R03,R04,R07,R08,R10,R29",026009593,"021000021,111000025,091000022,026009593,122105155","payments-service",1778538354,"a7c3e4ca-58cc-f94c-5dc1-d56e6e3701a9"
"2026-05-07T06:48:12.000+0000",8267,25355,USD,"1778136493.158","/v1/ach/settlement","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",ERROR,"INFO,ERROR,EXIT",20f8451c5dabf389f197ac77f8309aaa,"{""transferId"":""ACH-347163"",""action"":""settlement""}","{""status"":""returned"",""achStatus"":""returned"",""returnCode"":""R01"",""reason"":""bank_return""}",1158,R01,"R01,R02,R03,R04,R07,R08,R10,R29",122105155,"021000021,111000025,091000022,026009593,122105155","payments-service",1778136492,"20f8451c-5dab-f389-f197-ac77f8309aaa"
"2026-05-09T16:42:42.000+0000",7202,40986,USD,"1778344962.788","/v1/ach/settlement","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",614fcbbde2ca524a9610f4832a36ade2,"{""transferId"":""ACH-777992"",""action"":""settlement""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",788,R08,"R01,R02,R03,R04,R07,R08,R10,R29",021000021,"021000021,111000025,091000022,026009593,122105155","payments-service",1778344962,"614fcbbd-e2ca-524a-9610-f4832a36ade2"
"2026-05-11T08:28:48.000+0000",3975,3461,USD,"1778488128.335","/v1/ach/settlement","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",INFO,"INFO,ERROR,EXIT",4fbd128a5c4b3688ba235df207a92a3a,"{""transferId"":""ACH-110942"",""action"":""settlement""}","{""status"":""unknown""}",335,R02,"R01,R02,R03,R04,R07,R08,R10,R29",111000025,"021000021,111000025,091000022,026009593,122105155","payments-service",1778488128,"4fbd128a-5c4b-3688-ba23-5df207a92a3a"
"2026-05-06T10:03:50.000+0000",3075,15137,USD,"1778061830.046","/v1/ach/debit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",ERROR,"INFO,ERROR,EXIT",b72fd20095ca64fc13372ce9c5c0e625,"{""type"":""debit"",""amount"":15137,""currency"":""USD"",""accountLast4"":""3075"",""routingNumber"":""021000021""}","{""status"":""returned"",""achStatus"":""returned"",""returnCode"":""R07"",""reason"":""bank_return""}",46,R07,"R01,R02,R03,R04,R07,R08,R10,R29",021000021,"021000021,111000025,091000022,026009593,122105155","payments-service",1778061830,"b72fd200-95ca-64fc-1337-2ce9c5c0e625"
"2026-05-08T02:59:12.000+0000",4377,16039,USD,"1778209152.921","/v1/ach/debit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",9b8ee12a911ea0a837b2f7a5671585b8,"{""type"":""debit"",""amount"":16039,""currency"":""USD"",""accountLast4"":""4377"",""routingNumber"":""111000025""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",921,R04,"R01,R02,R03,R04,R07,R08,R10,R29",111000025,"021000021,111000025,091000022,026009593,122105155","payments-service",1778209152,"9b8ee12a-911e-a0a8-37b2-f7a5671585b8"
"2026-05-07T04:43:24.000+0000",5554,10808,USD,"1778129005.208","/v1/ach/debit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",INFO,"INFO,ERROR,EXIT",811110c65c0472fdac44013a66e7d03a,"{""type"":""debit"",""amount"":10808,""currency"":""USD"",""accountLast4"":""5554"",""routingNumber"":""091000022""}","{""status"":""pending"",""achStatus"":""submitted"",""estimatedSettlementDate"":""2026-05-08""}",1208,R04,"R01,R02,R03,R04,R07,R08,R10,R29",091000022,"021000021,111000025,091000022,026009593,122105155","payments-service",1778129004,"811110c6-5c04-72fd-ac44-013a66e7d03a"
"2026-05-08T22:04:50.000+0000",9199,4991,USD,"1778277890.848","/v1/ach/debit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",INFO,"INFO,ERROR,EXIT",d1bb389e2f558c8dc4764839bed3d88f,"{""type"":""debit"",""amount"":4991,""currency"":""USD"",""accountLast4"":""9199"",""routingNumber"":""026009593""}","{""status"":""pending"",""achStatus"":""submitted"",""estimatedSettlementDate"":""2026-05-09""}",848,R07,"R01,R02,R03,R04,R07,R08,R10,R29",026009593,"021000021,111000025,091000022,026009593,122105155","payments-service",1778277890,"d1bb389e-2f55-8c8d-c476-4839bed3d88f"
"2026-05-06T10:37:30.000+0000",6105,15142,USD,"1778063851.047","/v1/ach/return","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",e5b45f59f38a6f5b7956676162e43e2e,"{""transferId"":""ACH-516665"",""action"":""return""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",1047,R02,"R01,R02,R03,R04,R07,R08,R10,R29",026009593,"021000021,111000025,091000022,026009593,122105155","payments-service",1778063850,"e5b45f59-f38a-6f5b-7956-676162e43e2e"
"2026-05-06T16:38:57.000+0000",6257,9283,USD,"1778085537.663","/v1/ach/debit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",228036b394c87bd7728faffcec8dc213,"{""type"":""debit"",""amount"":9283,""currency"":""USD"",""accountLast4"":""6257"",""routingNumber"":""021000021""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",663,R10,"R01,R02,R03,R04,R07,R08,R10,R29",021000021,"021000021,111000025,091000022,026009593,122105155","payments-service",1778085537,"228036b3-94c8-7bd7-728f-affcec8dc213"
"2026-05-06T00:19:02.000+0000",8720,3870,USD,"1778026742.489","/v1/ach/debit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",e41bacce1ff21d0d79c5ec288238652d,"{""type"":""debit"",""amount"":3870,""currency"":""USD"",""accountLast4"":""8720"",""routingNumber"":""021000021""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",489,R08,"R01,R02,R03,R04,R07,R08,R10,R29",021000021,"021000021,111000025,091000022,026009593,122105155","payments-service",1778026742,"e41bacce-1ff2-1d0d-79c5-ec288238652d"
"2026-05-10T17:04:45.000+0000",8210,39912,USD,"1778432686.049","/v1/ach/credit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",ERROR,"INFO,ERROR,EXIT",3b8725532d4296deb5c158f8557b15fa,"{""type"":""credit"",""amount"":39912,""currency"":""USD"",""destinationAccountLast4"":""8210"",""routingNumber"":""091000022""}","{""status"":""returned"",""achStatus"":""returned"",""returnCode"":""R03"",""reason"":""bank_return""}",1049,R03,"R01,R02,R03,R04,R07,R08,R10,R29",091000022,"021000021,111000025,091000022,026009593,122105155","payments-service",1778432685,"3b872553-2d42-96de-b5c1-58f8557b15fa"
"2026-05-08T00:35:42.000+0000",4903,18326,USD,"1778200543.124","/v1/ach/debit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",ERROR,"INFO,ERROR,EXIT",1593495c217973fa78a233723fb356c3,"{""type"":""debit"",""amount"":18326,""currency"":""USD"",""accountLast4"":""4903"",""routingNumber"":""026009593""}","{""status"":""returned"",""achStatus"":""returned"",""returnCode"":""R10"",""reason"":""bank_return""}",1124,R10,"R01,R02,R03,R04,R07,R08,R10,R29",026009593,"021000021,111000025,091000022,026009593,122105155","payments-service",1778200542,"1593495c-2179-73fa-78a2-33723fb356c3"
"2026-05-06T14:43:08.000+0000",7756,38664,USD,"1778078588.722","/v1/ach/settlement","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",e567dee3b693ddd0352446174469544e,"{""transferId"":""ACH-691771"",""action"":""settlement""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",722,R03,"R01,R02,R03,R04,R07,R08,R10,R29",021000021,"021000021,111000025,091000022,026009593,122105155","payments-service",1778078588,"e567dee3-b693-ddd0-3524-46174469544e"
"2026-05-05T17:07:26.000+0000",7056,16937,USD,"1778000846.662","/v1/ach/settlement","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",INFO,"INFO,ERROR,EXIT",dfd0fa5ce7402371b76574954ee8b771,"{""transferId"":""ACH-126478"",""action"":""settlement""}","{""status"":""unknown""}",662,R07,"R01,R02,R03,R04,R07,R08,R10,R29",091000022,"021000021,111000025,091000022,026009593,122105155","payments-service",1778000846,"dfd0fa5c-e740-2371-b765-74954ee8b771"
"2026-05-07T14:03:49.000+0000",8801,8485,USD,"1778162629.098","/v1/ach/debit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",INFO,"INFO,ERROR,EXIT",6cfe40296979e89c6cf11e938e9ad258,"{""type"":""debit"",""amount"":8485,""currency"":""USD"",""accountLast4"":""8801"",""routingNumber"":""026009593""}","{""status"":""pending"",""achStatus"":""submitted"",""estimatedSettlementDate"":""2026-05-08""}",98,R10,"R01,R02,R03,R04,R07,R08,R10,R29",026009593,"021000021,111000025,091000022,026009593,122105155","payments-service",1778162629,"6cfe4029-6979-e89c-6cf1-1e938e9ad258"
"2026-05-10T16:31:43.000+0000",9075,4749,USD,"1778430704.007","/v1/ach/verify-account","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",INFO,"INFO,ERROR,EXIT",7501455d59d241e77793c92a11b2ac0c,"{""accountLast4"":""9075"",""routingNumber"":""111000025""}","{""status"":""unknown""}",1007,R08,"R01,R02,R03,R04,R07,R08,R10,R29",111000025,"021000021,111000025,091000022,026009593,122105155","payments-service",1778430703,"7501455d-59d2-41e7-7793-c92a11b2ac0c"
"2026-05-08T05:24:49.000+0000",3256,13089,USD,"1778217890.077","/v1/ach/status","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",63c52886e4fd5f691ac2ffa124d30668,"{""transferId"":""ACH-866326"",""action"":""status""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",1077,R01,"R01,R02,R03,R04,R07,R08,R10,R29",111000025,"021000021,111000025,091000022,026009593,122105155","payments-service",1778217889,"63c52886-e4fd-5f69-1ac2-ffa124d30668"
"2026-05-05T10:46:09.000+0000",9168,46080,USD,"1777977969.112","/v1/ach/verify-account","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",INFO,"INFO,ERROR,EXIT",459e06763c9d476647809cd92b2c15c6,"{""accountLast4"":""9168"",""routingNumber"":""111000025""}","{""status"":""unknown""}",112,R02,"R01,R02,R03,R04,R07,R08,R10,R29",111000025,"021000021,111000025,091000022,026009593,122105155","payments-service",1777977969,"459e0676-3c9d-4766-4780-9cd92b2c15c6"
"2026-05-08T14:24:46.000+0000",3669,26709,USD,"1778250286.062","/v1/ach/settlement","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",ERROR,"INFO,ERROR,EXIT",9e2e038368af4edfb5c6e455d2c28a3a,"{""transferId"":""ACH-111661"",""action"":""settlement""}","{""status"":""returned"",""achStatus"":""returned"",""returnCode"":""R08"",""reason"":""bank_return""}",62,R08,"R01,R02,R03,R04,R07,R08,R10,R29",091000022,"021000021,111000025,091000022,026009593,122105155","payments-service",1778250286,"9e2e0383-68af-4edf-b5c6-e455d2c28a3a"
"2026-05-11T22:49:16.000+0000",7168,9792,USD,"1778539756.986","/v1/ach/credit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",ab22588d1e543992b4630020ad458e69,"{""type"":""credit"",""amount"":9792,""currency"":""USD"",""destinationAccountLast4"":""7168"",""routingNumber"":""026009593""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",986,R08,"R01,R02,R03,R04,R07,R08,R10,R29",026009593,"021000021,111000025,091000022,026009593,122105155","payments-service",1778539756,"ab22588d-1e54-3992-b463-0020ad458e69"
"2026-05-06T20:27:22.000+0000",3642,13910,USD,"1778099242.358","/v1/ach/settlement","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",ERROR,"INFO,ERROR,EXIT",cf9207fd864080e0b89e0e3114fb30f0,"{""transferId"":""ACH-149727"",""action"":""settlement""}","{""status"":""returned"",""achStatus"":""returned"",""returnCode"":""R04"",""reason"":""bank_return""}",358,R04,"R01,R02,R03,R04,R07,R08,R10,R29",021000021,"021000021,111000025,091000022,026009593,122105155","payments-service",1778099242,"cf9207fd-8640-80e0-b89e-0e3114fb30f0"
"2026-05-11T10:36:20.000+0000",3131,48258,USD,"1778495780.532","/v1/ach/verify-account","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",INFO,"INFO,ERROR,EXIT",fbc9b7e063c9ac6e0dab9b441c342c2c,"{""accountLast4"":""3131"",""routingNumber"":""026009593""}","{""status"":""unknown""}",532,R02,"R01,R02,R03,R04,R07,R08,R10,R29",026009593,"021000021,111000025,091000022,026009593,122105155","payments-service",1778495780,"fbc9b7e0-63c9-ac6e-0dab-9b441c342c2c"
"2026-05-11T00:02:07.000+0000",7844,14797,USD,"1778457727.542","/v1/ach/credit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",ac0d7d5f17d03db855fbc39517282b83,"{""type"":""credit"",""amount"":14797,""currency"":""USD"",""destinationAccountLast4"":""7844"",""routingNumber"":""091000022""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",542,R04,"R01,R02,R03,R04,R07,R08,R10,R29",091000022,"021000021,111000025,091000022,026009593,122105155","payments-service",1778457727,"ac0d7d5f-17d0-3db8-55fb-c39517282b83"
"2026-05-11T18:16:17.000+0000",6114,3291,USD,"1778523377.193","/v1/ach/return","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",ERROR,"INFO,ERROR,EXIT",687357beca8e4d29f0b0efae5d9286e2,"{""transferId"":""ACH-411021"",""action"":""return""}","{""status"":""returned"",""achStatus"":""returned"",""returnCode"":""R29"",""reason"":""bank_return""}",193,R29,"R01,R02,R03,R04,R07,R08,R10,R29",026009593,"021000021,111000025,091000022,026009593,122105155","payments-service",1778523377,"687357be-ca8e-4d29-f0b0-efae5d9286e2"
"2026-05-12T03:50:27.000+0000",9751,8190,USD,"1778557827.543","/v1/ach/status","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",ERROR,"INFO,ERROR,EXIT",db2bd58b4a018229c3342fc350f09905,"{""transferId"":""ACH-620416"",""action"":""status""}","{""status"":""returned"",""achStatus"":""returned"",""returnCode"":""R01"",""reason"":""bank_return""}",543,R01,"R01,R02,R03,R04,R07,R08,R10,R29",026009593,"021000021,111000025,091000022,026009593,122105155","payments-service",1778557827,"db2bd58b-4a01-8229-c334-2fc350f09905"
"2026-05-05T14:07:24.000+0000",3435,29182,USD,"1777990044.61","/v1/ach/verify-account","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",ERROR,"INFO,ERROR,EXIT",f06d34a8dbcea42feda4ce9c4a163765,"{""accountLast4"":""3435"",""routingNumber"":""021000021""}","{""status"":""returned"",""achStatus"":""returned"",""returnCode"":""R08"",""reason"":""bank_return""}",610,R08,"R01,R02,R03,R04,R07,R08,R10,R29",021000021,"021000021,111000025,091000022,026009593,122105155","payments-service",1777990044,"f06d34a8-dbce-a42f-eda4-ce9c4a163765"
"2026-05-12T03:40:43.000+0000",8416,26494,USD,"1778557243.864","/v1/ach/debit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",5d71c129079d58b3e3d39e94a6462bb5,"{""type"":""debit"",""amount"":26494,""currency"":""USD"",""accountLast4"":""8416"",""routingNumber"":""122105155""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",864,R02,"R01,R02,R03,R04,R07,R08,R10,R29",122105155,"021000021,111000025,091000022,026009593,122105155","payments-service",1778557243,"5d71c129-079d-58b3-e3d3-9e94a6462bb5"
"2026-05-11T15:21:33.000+0000",7792,32352,USD,"1778512893.72","/v1/ach/settlement","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",ERROR,"INFO,ERROR,EXIT",09b117f58a421a57b3aeeabccbf722ae,"{""transferId"":""ACH-199505"",""action"":""settlement""}","{""status"":""returned"",""achStatus"":""returned"",""returnCode"":""R29"",""reason"":""bank_return""}",720,R29,"R01,R02,R03,R04,R07,R08,R10,R29",111000025,"021000021,111000025,091000022,026009593,122105155","payments-service",1778512893,"09b117f5-8a42-1a57-b3ae-eabccbf722ae"
"2026-05-11T21:20:45.000+0000",3378,20302,USD,"1778534446.239","/v1/ach/verify-account","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",1ee9d2a58028ef08d0b7e19d75815d11,"{""accountLast4"":""3378"",""routingNumber"":""122105155""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",1239,R04,"R01,R02,R03,R04,R07,R08,R10,R29",122105155,"021000021,111000025,091000022,026009593,122105155","payments-service",1778534445,"1ee9d2a5-8028-ef08-d0b7-e19d75815d11"
"2026-05-09T13:21:45.000+0000",1066,43810,USD,"1778332905.227","/v1/ach/verify-account","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",7128210fbb3584a7f91d5f5cfb2d3870,"{""accountLast4"":""1066"",""routingNumber"":""091000022""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",227,R08,"R01,R02,R03,R04,R07,R08,R10,R29",091000022,"021000021,111000025,091000022,026009593,122105155","payments-service",1778332905,"7128210f-bb35-84a7-f91d-5f5cfb2d3870"
"2026-05-09T12:10:32.000+0000",7948,31100,USD,"1778328632.243","/v1/ach/status","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",ERROR,"INFO,ERROR,EXIT",dbda2505da07180f6ee268aa3e67bdee,"{""transferId"":""ACH-321219"",""action"":""status""}","{""status"":""returned"",""achStatus"":""returned"",""returnCode"":""R03"",""reason"":""bank_return""}",243,R03,"R01,R02,R03,R04,R07,R08,R10,R29",111000025,"021000021,111000025,091000022,026009593,122105155","payments-service",1778328632,"dbda2505-da07-180f-6ee2-68aa3e67bdee"
"2026-05-08T15:53:02.000+0000",2650,45683,USD,"1778255583.213","/v1/ach/credit","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",3a7c45560bdfe233a79ea552e84df313,"{""type"":""credit"",""amount"":45683,""currency"":""USD"",""destinationAccountLast4"":""2650"",""routingNumber"":""111000025""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",1213,R04,"R01,R02,R03,R04,R07,R08,R10,R29",111000025,"021000021,111000025,091000022,026009593,122105155","payments-service",1778255582,"3a7c4556-0bdf-e233-a79e-a552e84df313"
"2026-05-09T17:08:07.000+0000",7623,10131,USD,"1778346487.102","/v1/ach/verify-account","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",ERROR,"INFO,ERROR,EXIT",e6dc52bc236c58deb9a292d5553c4981,"{""accountLast4"":""7623"",""routingNumber"":""026009593""}","{""status"":""returned"",""achStatus"":""returned"",""returnCode"":""R02"",""reason"":""bank_return""}",102,R02,"R01,R02,R03,R04,R07,R08,R10,R29",026009593,"021000021,111000025,091000022,026009593,122105155","payments-service",1778346487,"e6dc52bc-236c-58de-b9a2-92d5553c4981"
"2026-05-06T00:06:41.000+0000",7419,37334,USD,"1778026001.833","/v1/ach/verify-account","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",db95a242f0834497e2f024c23b58b13e,"{""accountLast4"":""7419"",""routingNumber"":""111000025""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",833,R29,"R01,R02,R03,R04,R07,R08,R10,R29",111000025,"021000021,111000025,091000022,026009593,122105155","payments-service",1778026001,"db95a242-f083-4497-e2f0-24c23b58b13e"
"2026-05-06T17:21:49.000+0000",1821,4350,USD,"1778088110.15","/v1/ach/status","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",6dbcd204a46b216ee8620e7733e20094,"{""transferId"":""ACH-357442"",""action"":""status""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",1150,R04,"R01,R02,R03,R04,R07,R08,R10,R29",122105155,"021000021,111000025,091000022,026009593,122105155","payments-service",1778088109,"6dbcd204-a46b-216e-e862-0e7733e20094"
"2026-05-07T18:06:27.000+0000",8933,14058,USD,"1778177188.198","/v1/ach/settlement","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",ERROR,"INFO,ERROR,EXIT",6a8a2e793cdeeff300236ab92c0571fb,"{""transferId"":""ACH-842261"",""action"":""settlement""}","{""status"":""returned"",""achStatus"":""returned"",""returnCode"":""R07"",""reason"":""bank_return""}",1198,R07,"R01,R02,R03,R04,R07,R08,R10,R29",122105155,"021000021,111000025,091000022,026009593,122105155","payments-service",1778177187,"6a8a2e79-3cde-eff3-0023-6ab92c0571fb"
"2026-05-08T14:11:36.000+0000",2757,13978,USD,"1778249496.298","/v1/ach/settlement","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",INFO,"INFO,ERROR,EXIT",f92399bee6ef89cfecc06034efb75fe9,"{""transferId"":""ACH-148968"",""action"":""settlement""}","{""status"":""unknown""}",298,R10,"R01,R02,R03,R04,R07,R08,R10,R29",122105155,"021000021,111000025,091000022,026009593,122105155","payments-service",1778249496,"f92399be-e6ef-89cf-ecc0-6034efb75fe9"
"2026-05-06T18:41:29.000+0000",1046,17100,USD,"1778092889.783","/v1/ach/return","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",db9cdfe57da13d28bd31e80a8b6a1502,"{""transferId"":""ACH-580074"",""action"":""return""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",783,R03,"R01,R02,R03,R04,R07,R08,R10,R29",122105155,"021000021,111000025,091000022,026009593,122105155","payments-service",1778092889,"db9cdfe5-7da1-3d28-bd31-e80a8b6a1502"
"2026-05-06T03:30:25.000+0000",2027,20159,USD,"1778038226.111","/v1/ach/return","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",INFO,"INFO,ERROR,EXIT",1bbf8cbdca6ae15067f0291f465dffbe,"{""transferId"":""ACH-158946"",""action"":""return""}","{""status"":""unknown""}",1111,R07,"R01,R02,R03,R04,R07,R08,R10,R29",091000022,"021000021,111000025,091000022,026009593,122105155","payments-service",1778038225,"1bbf8cbd-ca6a-e150-67f0-291f465dffbe"
"2026-05-06T10:48:32.000+0000",3308,43809,USD,"1778064512.188","/v1/ach/settlement","/v1/ach/debit,/v1/ach/credit,/v1/ach/status,/v1/ach/verify-account,/v1/ach/settlement,/v1/ach/return",EXIT,"INFO,ERROR,EXIT",16092b75e2b367e28a15556d4b2210dc,"{""transferId"":""ACH-944901"",""action"":""settlement""}","{""status"":""error"",""errorCode"":""ACH-504"",""message"":""gateway_timeout""}",188,R10,"R01,R02,R03,R04,R07,R08,R10,R29",021000021,"021000021,111000025,091000022,026009593,122105155","payments-service",1778064512,"16092b75-e2b3-67e2-8a15-556d4b2210dc"
